q-код	Артикул	Раздел	Тип	Производитель	Наименование	Название	Коллекция	Размер	Цвет	Артикулы связанных товаров	Вес упаковки	Плиток в упаковке	Метраж упаковки	Единица измерения	Изображение	Интерьеры	Домус	Цена	Описание Товара	Назначение	Тип поверхности	Рисунок	Оформление															
q15083	STG/C429/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/C429/6000 Аверно 25*40 декор	Аверно	Неаполитанская коллекция	25*40	серый		14,5100	10	0,0000	шт	STG_C429_6000.jpg			233,64		Декоративные элементы		абстракция																
q15082	STG/D429/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/D429/6000 Аверно 25*40 декор	Аверно	Неаполитанская коллекция	25*40	серый		14,5100	10	0,0000	шт	STG_D429_6000.jpg			233,64		Декоративные элементы		абстракция																
q15078	STG/A430/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/A430/6000 Аверно 25*5.4 бордюр	Аверно	Неаполитанская коллекция	25*5,4	зеленый		5,9900	30	0,0000	шт	STG_A430_6000.jpg			142,78		Декоративные элементы		абстракция																
q15077	STG/B430/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/B430/6000 Аверно 25*5.4 бордюр	Аверно	Неаполитанская коллекция	25*5,4	серый		5,9900	30	0,0000	шт	STG_B430_6000.jpg			142,78		Декоративные элементы		абстракция																
q15076	STG/C430/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/C430/6000 Аверно 25*5.4 бордюр	Аверно	Неаполитанская коллекция	25*5,4	серый		5,9900	30	0,0000	шт	STG_C430_6000.jpg			142,78		Декоративные элементы		абстракция																
q15075	STG/D430/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/D430/6000 Аверно 25*5.4 бордюр	Аверно	Неаполитанская коллекция	25*5,4	серый		5,9900	30	0,0000	шт	STG_D430_6000.jpg			142,78		Декоративные элементы		абстракция																
q15071	STG/A431/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/A431/6000 Аверно 40*6 бордюр	Аверно	Неаполитанская коллекция	40*6	зеленый		9,6800	22	0,0000	шт	STG_A431_6000.jpg			154,58		Декоративные элементы		абстракция																
q15072	STG/B431/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/B431/6000 Аверно 40*6 бордюр	Аверно	Неаполитанская коллекция	40*6	серый		9,6800	22	0,0000	шт	STG_B431_6000.jpg			154,58		Декоративные элементы		абстракция																
q15073	STG/C431/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/C431/6000 Аверно 40*6 бордюр	Аверно	Неаполитанская коллекция	40*6	серый		9,6800	22	0,0000	шт	STG_C431_6000.jpg			154,58		Декоративные элементы		абстракция																
q15074	STG/D431/6000	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	STG/D431/6000 Аверно 40*6 бордюр	Аверно	Неаполитанская коллекция	40*6	серый		9,6800	22	0,0000	шт	STG_D431_6000.jpg			154,58		Декоративные элементы		абстракция																
q12414	POD002	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD002 Бисер прозрачный люстр	Аверно	Неаполитанская коллекция	20*0,6			0,0000	42	0,0000	шт	POD002.jpg			119,18		Декоративные элементы																		
q12412	POD001	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POD001 Бисер прозрачный бордюр	Аверно	Неаполитанская коллекция	20*0,6			0,0000	42	0,0000	шт	POD001.jpg			119,18		Декоративные элементы																		
q8824	12	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	12 Платиновый карандаш 	Аверно	Неаполитанская коллекция	25*2 	металлик		3,7800	40	0,0000	шт	12.jpg			193,52		Декоративные элементы																		
q15164	PFB001	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	PFB001 Карандаш серый 25*2 бордюр	Аверно	Неаполитанская коллекция	25*2	серый		3,8000	40	0,0000	шт	PFB001.jpg			148,68		Декоративные элементы																		
q15166	PFB003	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	PFB003 Карандаш розовый 25*2 бордюр	Аверно	Неаполитанская коллекция	25*2	розовый		3,8000	40	0,0000	шт	PFB003.jpg			148,68		Декоративные элементы																		
q15163	POF010	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	POF010 Карандаш Бисер белый 20*1.4 бордюр	Аверно	Неаполитанская коллекция	20*1,4	белый		2,1000	40	0,0000	шт	POF010.jpg			230,1		Декоративные элементы																		
q5825	85	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	85 Бежевый карандаш	Аверно	Неаполитанская коллекция	25*2	бежевый		3,8000	40	0,0000	шт	85.jpg			89,68		Декоративные элементы																		
q15167	PFB004	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	PFB004 Карандаш бежевый светлый 25*2 бордюр	Аверно	Неаполитанская коллекция	25*2	бежевый		3,8000	40	0,0000	шт	PFB004.jpg			148,68		Декоративные элементы																		
q15165	PFB002	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	PFB002 Карандаш зеленый 25*2 бордюр	Аверно	Неаполитанская коллекция	25*2	зеленый		3,8000	40	0,0000	шт	PFB002.jpg			148,68		Декоративные элементы																		
q15090	6291	Неаполитанская коллекция	Настенная плитка	Керама Марацци	6291 Альбори 25*40 керамическая плитка	Альбори	Неаполитанская коллекция	25*40	светлый		16,2500	11	1,1000	кв.м	6291.jpg	albjori.jpg		729,24		Плитка для ванной	матовая	ткань																
